,area_type,location,size,total_sqft,bath,balcony,price
12421,Built-up,Bannerghatta Road,3 BHK,1270.0,2.0,1.0,6015.200000000001
12423,Super,Hebbal Kempapura,3 BHK,1600.0,3.0,3.0,14008.000000000002
12424,Super,Kudlu Gate,3 BHK,1320.0,2.0,2.0,4120.0
12425,Super,Gopalkrishna Nagar,3 BHK,2505.0,3.0,2.0,13596.000000000002
12427,Super,Whitefield,2 BHK,1200.0,2.0,3.0,5768.0
12428,Super,Chennammana Kere,3 BHK,1705.0,2.0,1.0,7165.504
12429,Super,Electronic City,2 BHK,995.0,2.0,1.0,3955.2000000000003
12430,Built-up,Horamavu Banaswadi,2 BHK,1081.0,2.0,1.0,4284.8
12432,Super,Sonnenahalli,1 BHK,605.0,1.0,1.0,2491.776
12433,Built-up,Yelahanka,1 BHK,567.0,1.0,1.0,2060.0
12434,Super,Rajaji Nagar,2 BHK,1718.0,3.0,2.0,22660.0
12436,Plot,2nd Stage Nagarbhavi,3 Bedroom,600.0,5.0,1.0,11124.0
12437,Super,Green Glen Layout,3 BHK,1715.0,3.0,2.0,8652.0
12438,Plot,Doddaballapur,4 Bedroom,3206.0,5.0,2.0,22248.0
12439,Plot,Kundalahalli,4 Bedroom,1500.0,4.0,2.0,19364.0
12440,Super,Bannerghatta Road,3 BHK,1846.0,3.0,2.0,9888.0
12441,Plot,Coconut Garden,3 Bedroom,600.0,3.0,1.0,7416.000000000001
12442,Super,Whitefield,2 BHK,1015.0,2.0,3.0,4614.400000000001
12444,Super,Thanisandra,2 BHK,1100.0,2.0,1.0,2966.4
12445,Super,Thanisandra,3 BHK,1965.0,4.0,2.0,10300.0
12446,Super,NGR Layout,2 BHK,1021.0,2.0,2.0,3782.1600000000003
12447,Super,Haralur Road,2 BHK,1230.0,2.0,1.0,5574.360000000001
12448,Super,Uttarahalli,2 BHK,1260.0,2.0,2.0,4532.0
12449,Plot,Indira Nagar,4 Bedroom,2400.0,4.0,1.0,57680.00000000001
12450,Super,Lingadheeranahalli,3 BHK,1894.0,4.0,1.0,9393.6
12451,Plot,2nd Stage Nagarbhavi,6 Bedroom,1500.0,4.0,2.0,19199.2
12453,Super,Sector 2 HSR Layout,2 BHK,1231.0,2.0,3.0,5438.400000000001
12455,Built-up,R.T. Nagar,4 BHK,1800.0,3.0,0.0,9888.0
12456,Super,KAMAKIYA,3 BHK,1650.0,3.0,2.0,11124.0
12457,Plot,Kirloskar Layout,5 Bedroom,750.0,3.0,1.0,7251.200000000001
12458,Super,Begur,3 BHK,1443.0,2.0,2.0,5768.0
12459,Plot,Ramamurthy Nagar,4 Bedroom,886.0,4.0,2.0,9888.0
12460,Super,Wheelers Road,2 BHK,925.0,2.0,1.0,5603.200000000001
12461,Super,Chandapura,3 BHK,1305.0,3.0,1.0,2742.2720000000004
12462,Super,Alfa Garden Layout,2 BHK,1190.0,2.0,2.0,3824.184
12463,Super,Uttarahalli,2 BHK,1284.0,2.0,2.0,4396.8640000000005
12464,Plot,MM Layout,4 Bedroom,350.0,3.0,1.0,3708.0000000000005
12465,Plot,Palace Guttahalli,3 Bedroom,875.0,3.0,1.0,9476.0
12466,Built-up,Chikkalasandra,2 BHK,1325.0,2.0,1.0,4861.6
12467,Plot,Sector 6 HSR Layout,6 Bedroom,2400.0,5.0,2.0,61800.00000000001
12468,Super,Kudlu Gate,2 BHK,1183.0,2.0,1.0,6554.096000000001
12469,Built-up,Rajiv Gandhi Nagar,3 BHK,1750.0,3.0,2.0,8240.0
12470,Super,Nagashetty Halli,4 BHK,16335.0,4.0,2.0,12277.6
12471,Super,Doddagubbi,1 BHK,747.0,1.0,2.0,2224.8
12472,Super,Electronic City,2 BHK,1342.0,2.0,1.0,7416.000000000001
12473,Super,Motappa Layout,2 BHK,1113.0,2.0,1.0,4284.8
12474,Super,Devarabeesana Halli,3 BHK,1738.0,3.0,2.0,9064.0
12475,Super,Brookefield,2 BHK,1206.0,2.0,2.0,7416.000000000001
12476,Super,Hebbal,4 BHK,2790.0,4.0,3.0,16315.2
12477,Super,Hebbal,2 BHK,1162.0,2.0,1.0,4861.6
12478,Super,Parappana Agrahara,2 BHK,1194.0,2.0,2.0,3790.4
12479,Built-up,Sarjapur  Road,3 BHK,1857.0,4.0,3.0,12772.0
12480,Built-up,Kattigenahalli,6 Bedroom,3500.0,6.0,2.0,9476.0
12481,Super,Rajaji Nagar,2 BHK,1763.0,3.0,2.0,19776.0
12482,Super,Uttarahalli,2 BHK,1150.0,2.0,1.0,3789.5760000000005
12483,Plot,Koramangala,4 Bedroom,2400.0,5.0,3.0,45320.0
12484,Super,Chikkalasandra,2 BHK,1290.0,2.0,2.0,5932.8
12485,Built-up,Thubarahalli,4 BHK,3408.0,5.0,2.0,11948.0
12486,Built-up,HBR Layout,2 Bedroom,900.0,2.0,1.0,11948.0
12487,Built-up,Sanjay nagar,2 BHK,1150.0,2.0,0.0,5768.0
12488,Plot,Banashankari,3 Bedroom,1040.0,2.0,1.0,8981.6
12489,Super,Yeshwanthpur,2 BHK,1160.0,2.0,2.0,5280.192
12490,Super,Soundarya Layout,2 BHK,900.0,2.0,2.0,2224.8
12491,Plot,Sarjapur  Road,4 Bedroom,1750.0,3.0,1.0,15244.000000000002
12493,Super,Lingadheeranahalli,4 BHK,2240.0,4.0,2.0,13184.0
12494,Super,Electronics City Phase 1,2 BHK,891.0,2.0,1.0,2142.4
12495,Plot,Udaya Nagar,5 Bedroom,1000.0,4.0,3.0,6592.0
12496,Super,Ambedkar Nagar,3 BHK,1852.0,3.0,2.0,10300.0
12497,Super,Chandapura,3 BHK,1323.0,2.0,1.0,3460.8
12498,Super,Vittasandra,2 BHK,1404.0,2.0,1.0,5562.0
12499,Built-up,Dodda Nekkundi,2 BHK,1370.0,2.0,2.0,4944.0
12500,Super,Uttarahalli,3 BHK,1385.0,2.0,2.0,3994.752
12501,Super,Gollarapalya Hosahalli,2 BHK,1129.0,2.0,1.0,4120.0
12502,Super,Mahalakshmi Layout,3 BHK,1876.0,3.0,1.0,12360.0
12503,Super,Brooke Bond First Cross,3 BHK,1720.0,3.0,1.0,7828.000000000001
12504,Plot,Jalahalli East,4 Bedroom,1200.0,4.0,1.0,6592.0
12505,Super,Mysore Road,2 BHK,1175.0,2.0,2.0,7142.432000000001
12506,Super,Nagawara Junction,1 BHK,500.0,1.0,2.0,4202.400000000001
12507,Plot,Dasappa Layout,5 Bedroom,1200.0,5.0,2.0,7004.000000000001
12508,Built-up,Electronic City Phase II,1 BHK,1200.0,1.0,0.0,24308.0
12509,Super,Hosa Road,3 BHK,1893.0,3.0,2.0,10712.0
12510,Super,Whitefield,3 BHK,1430.0,3.0,2.0,4284.8
12511,Built-up,Green View Layout,2 BHK,850.0,2.0,2.0,3708.0000000000005
12512,Super,CV Raman Nagar,2 BHK,1392.0,2.0,1.0,9064.0
12513,Super,Kanakpura Road,3 BHK,1938.0,3.0,3.0,8652.0
12514,Super,Chennammanakere Achukattu,2 BHK,1020.0,2.0,2.0,4284.8
12515,Plot,"beml layout, basaveshwara nagar",3 Bedroom,2400.0,2.0,1.0,29664.000000000004
12516,Super,HBR Layout,3 BHK,1832.0,3.0,2.0,13184.0
12517,Super,Konanakunte,3 BHK,1423.0,2.0,2.0,7004.000000000001
12518,Super,Jakkur,2 BHK,1432.0,2.0,1.0,7004.000000000001
12519,Plot,2nd Block Hrbr Layout,4 Bedroom,1350.0,4.0,3.0,19364.0
12520,Plot,BTM 2nd Stage,8 Bedroom,1500.0,6.0,0.0,22248.0
12521,Super,CV Raman Nagar,3 BHK,1480.0,3.0,2.0,5356.0
12522,Super,Kanakpura Road,3 BHK,1843.0,3.0,2.0,7926.880000000001
12523,Plot,Lingarajapuram,3 Bedroom,760.0,4.0,2.0,7828.000000000001
12524,Super,Hulimavu,3 BHK,1916.0,2.0,1.0,12360.0
12526,Super,Yelenahalli,2 BHK,1160.0,2.0,2.0,3632.192
12527,Super,Old Madras Road,2 BHK,2640.0,2.0,1.0,14008.000000000002
12528,Super,Bommanahalli,2 BHK,1160.0,2.0,3.0,4367.200000000001
12529,Built-up,Lakshminarayana Pura,2 BHK,1200.0,2.0,1.0,6592.0
12531,Carpet,Ramagondanahalli,3 BHK,1500.0,3.0,3.0,8240.0
12532,Super,Electronic City Phase II,3 BHK,1336.0,2.0,3.0,4148.84
12533,Built-up,Choodasandra,2 BHK,1065.0,2.0,1.0,3790.4
12534,Super,Hebbal,2 BHK,1294.0,2.0,1.0,9476.0
12535,Super,Rachenahalli,3 BHK,1550.0,3.0,2.0,5644.400000000001
12537,Super,Bank Of Baroda Colony,2 BHK,1005.0,2.0,2.0,3296.0
12538,Super,7th Phase JP Nagar,3 BHK,1430.0,2.0,1.0,8404.800000000001
12539,Super,Frazer Town,4 BHK,4100.0,4.0,3.0,54384.00000000001
12540,Super,Hoodi,3 BHK,1660.0,3.0,2.0,10300.0
12541,Super,Thanisandra,3 BHK,1430.0,2.0,3.0,4614.400000000001
12542,Super,Hennur Road,3 BHK,1470.0,2.0,1.0,6180.0
12543,Super,Jalahalli,2 BHK,1045.0,2.0,1.0,6325.848
12545,Built-up,Anjanapura,2 BHK,950.0,2.0,0.0,2472.0
12546,Super,Doddathoguru,3 BHK,1382.0,3.0,1.0,5356.0
12547,Super,BTM 2nd Stage,2 BHK,930.0,2.0,2.0,3790.4
12549,Super,Vijinapura,2 BHK,1290.0,2.0,2.0,5928.68
12550,Built-up,Whitefield,3 BHK,1010.0,2.0,1.0,3708.0000000000005
12551,Built-up,Brookefield,4 BHK,3050.0,4.0,2.0,10712.0
12552,Super,Dodda Nekkundi,2 BHK,1200.0,2.0,2.0,5850.400000000001
12553,Built-up,3rd Block Hrbr Layout,3 BHK,1650.0,3.0,2.0,11536.0
12554,Super,Budigere,3 BHK,1636.0,3.0,2.0,7251.200000000001
12555,Super,Rajaji Nagar,3 BHK,2367.0,3.0,2.0,26368.0
12556,Super,Budigere,2 BHK,1153.0,2.0,2.0,4659.72
12558,Super,LB Shastri Nagar,2 BHK,1200.0,2.0,1.0,3872.8
12559,Super,HSR Layout,3 BHK,1844.0,3.0,1.0,7333.6
12561,Super,Begur Road,2 BHK,1215.0,2.0,1.0,3605.0000000000005
12562,Super,Sarjapur  Road,2 BHK,1194.0,2.0,1.0,4696.8
12563,Built-up,Chennappa Layout,2 BHK,1220.0,2.0,2.0,4284.8
12564,Built-up,1st Block HBR Layout,4 BHK,3150.0,4.0,2.0,12360.0
12566,Super,Bommasandra,2 BHK,955.0,2.0,1.0,3128.728
12567,Built-up,Kadugondanahalli,5 Bedroom,2000.0,5.0,2.0,6180.0
12568,Super,Magadi Road,2 BHK,884.0,2.0,1.0,3955.2000000000003
12569,Super,Kathriguppe,2 BHK,1250.0,2.0,1.0,5665.0
12570,Super,Bommasandra Industrial Area,2 BHK,7000.0,2.0,1.0,11124.0
12571,Plot,Dodda Nekkundi,3 Bedroom,2400.0,4.0,2.0,24720.0
12572,Super,Harlur,4 BHK,2990.0,4.0,1.0,18540.0
12573,Super,Bellandur,2 BHK,1195.0,2.0,1.0,4284.8
12574,Super,Sadhguru Layout,1 BHK,2559.0,1.0,1.0,4532.0
12575,Built-up,Begur,2 BHK,1200.0,2.0,1.0,2719.2000000000003
12576,Super,Sarjapur  Road,2 BHK,984.0,2.0,1.0,3769.8
12577,Super,Bommasandra,2 BHK,1089.0,2.0,1.0,3296.0
12578,Super,Hennur Road,2 BHK,1165.0,2.0,1.0,4284.8
12579,Super,Chandapura,1 BHK,410.0,1.0,1.0,824.0
12580,Super,Hennur,3 BHK,1482.0,3.0,1.0,9064.0
12581,Built-up,Ramamurthy Nagar,2 Bedroom,1200.0,2.0,1.0,5603.200000000001
12583,Super,Hormavu,3 BHK,1166.0,2.0,2.0,2881.5280000000002
12584,Super,Chikkalasandra,3 BHK,1275.0,2.0,2.0,4569.904
12585,Super,Mico Layout,2 BHK,1140.0,2.0,2.0,3543.2000000000003
12586,Plot,Hegde Nagar,4 Bedroom,3734.0,5.0,1.0,35432.0
12587,Super,Tejaswini Nagar,1 BHK,720.0,1.0,2.0,2307.2000000000003
12588,Plot,Nagarbhavi,3 Bedroom,1200.0,3.0,2.0,18787.2
12589,Built-up,Richards Town,2 BHK,1100.0,2.0,1.0,7416.000000000001
12590,Super,Sector 7 HSR Layout,2 BHK,1162.0,2.0,2.0,8138.648
12591,Built-up,Ramamurthy Nagar,1 Bedroom,540.0,1.0,0.0,2884.0
12592,Super,Rachenahalli,3 BHK,1550.0,2.0,2.0,6056.400000000001
12593,Plot,R.T. Nagar,3 Bedroom,1300.0,3.0,2.0,11948.0
12594,Plot,Ullal Road,5 Bedroom,1200.0,5.0,1.0,10712.0
12595,Super,Chikbasavanapura,2 BHK,1220.0,2.0,2.0,4944.0
12596,Super,Doddathoguru,2 BHK,964.0,2.0,1.0,5108.8
12597,Built-up,"Electronic City Phase 1, ",3 BHK,1500.0,3.0,2.0,4120.0
12598,Super,Sarjapur  Road,3 BHK,1347.0,2.0,1.0,3625.6000000000004
12599,Super,"JP Nagar 8th Phase, ",4 BHK,5000.0,5.0,2.0,20600.0
12600,Built-up,Bannerghatta Road,4 Bedroom,3000.0,4.0,2.0,11536.0
12601,Super,Bannerghatta,2 BHK,1120.0,2.0,1.0,3502.0000000000005
12602,Super,Lake City,1 BHK,600.0,1.0,1.0,1878.7200000000003
12603,Super,Whitefield,3 BHK,2321.0,4.0,1.0,12936.800000000001
12604,Super,Bhagyalakshmi Avenue,1 BHK,540.0,1.0,2.0,1977.6000000000001
12605,Built-up,Hebbal,2 BHK,1150.0,2.0,1.0,4696.8
12606,Built-up,Sonnenahalli,3 BHK,1484.0,3.0,1.0,6180.0
12607,Super,Ramagondanahalli,3 BHK,1680.0,2.0,2.0,5603.200000000001
12608,Super,Byagadadhenahalli,2 BHK,620.0,2.0,1.0,1895.2
12609,Super,Dodda Banaswadi,3 BHK,1650.0,3.0,2.0,6427.200000000001
12610,Super,Chuchangatta Colony,3 BHK,1250.0,3.0,2.0,3625.6000000000004
12611,Super,Hanuman Nagar,3 BHK,2072.0,3.0,2.0,8899.2
12612,Super,Sarjapur  Road,2 BHK,1105.0,2.0,2.0,3296.0
12613,Super,Vidyaranyapura,2 BHK,1200.0,2.0,2.0,4985.200000000001
12614,Built-up,Kumaraswami Layout,7 Bedroom,3100.0,7.0,3.0,11948.0
12615,Plot,Whitefield,4 Bedroom,4007.0,4.0,3.0,43672.0
12616,Super,Electronic City,2 BHK,550.0,2.0,1.0,1318.4
12617,Super,Banashankari,3 BHK,1340.0,2.0,2.0,4416.64
12618,Super,Rajaji Nagar,3 BHK,2409.0,3.0,3.0,32548.000000000004
12620,Super,Vittasandra,2 BHK,1246.0,2.0,1.0,5356.0
12621,Built-up,Old Airport Road,2 BHK,1055.0,2.0,3.0,6180.0
12622,Super,Hosa Road,3 BHK,1541.0,3.0,1.0,5735.8640000000005
12623,Built-up,Harlur,2 BHK,1370.0,2.0,2.0,7251.200000000001
12624,Super,Whitefield,2 BHK,1224.0,2.0,2.0,6180.0
12625,Plot,Kengeri Satellite Town,4 Bedroom,650.0,2.0,1.0,4779.200000000001
12627,Super,Yeshwanthpur,3 BHK,1676.0,3.0,2.0,7591.512
12628,Built-up,Shree Ananth Nagar Layout,2 BHK,1154.0,2.0,1.0,4696.8
12629,Super,Kanakpura Road,3 BHK,1610.0,3.0,3.0,6468.400000000001
12630,Super,Devasthanagalu,2 BHK,1057.0,2.0,1.0,3460.8
12631,Super,Raja Rajeshwari Nagar,2 BHK,1157.0,2.0,1.0,5356.0
12632,Plot,Doddagubbi,4 Bedroom,1200.0,4.0,1.0,7004.000000000001
12633,Plot,Dasappa Layout,7 Bedroom,1500.0,7.0,3.0,10712.0
12634,Super,Gulimangala,2 BHK,980.0,2.0,3.0,2884.0
12635,Super,Sarjapur  Road,2 BHK,1140.0,2.0,1.0,3296.0
12636,Super,Raja Rajeshwari Nagar,2 BHK,1206.0,2.0,1.0,3353.6800000000003
12637,Built-up,Electronic City Phase II,1 BHK,575.0,1.0,1.0,1380.2
12638,Super,Koramangala,3 BHK,1600.0,3.0,1.0,14008.000000000002
12639,Plot,1st Stage Indira Nagar,4 Bedroom,2400.0,4.0,1.0,41200.0
12640,Super,Horamavu Agara,3 BHK,1300.0,2.0,2.0,4284.8
12641,Super,Tunganagara,3 BHK,1270.0,2.0,1.0,2930.1440000000002
12642,Super,Electronic City,2 BHK,1128.0,2.0,1.0,5232.400000000001
12643,Super,Electronics City Phase 1,1 BHK,640.0,1.0,1.0,3708.0000000000005
12644,Super,4th T block Jayanagar,3 BHK,2400.0,3.0,2.0,15244.000000000002
12647,Super,Electronic City,1 BHK,589.0,1.0,1.0,2389.6000000000004
12648,Super,Electronic City,2 BHK,1125.0,2.0,1.0,2317.9120000000003
12650,Plot,Sarjapur  Road,4 Bedroom,3150.0,4.0,2.0,41200.0
12651,Super,Kundalahalli,2 BHK,1315.0,2.0,3.0,6097.6
12653,Super,Bellandur,3 BHK,1435.0,2.0,2.0,9476.0
12655,Super,Kadugodi,2 BHK,1314.0,2.0,3.0,6592.0
12656,Super,Koramangala,2 BHK,1260.0,2.0,1.0,8240.0
12657,Plot,Srirampura,7 Bedroom,1875.0,5.0,1.0,15820.800000000001
12658,Super,Nagarbhavi,2 BHK,1080.0,2.0,1.0,4037.6000000000004
12660,Super,Mysore Road,3 BHK,1082.0,2.0,1.0,3708.0000000000005
12661,Super,Jakkur,3 BHK,1150.0,3.0,2.0,5356.0
12662,Super,Hennur Road,2 BHK,1052.0,2.0,1.0,2860.928
12663,Super,Yelahanka,2 BHK,1045.0,2.0,1.0,3708.0000000000005
12664,Built-up,Kodigehaali,3 BHK,1442.0,3.0,2.0,6592.0
12665,Super,Kaggadasapura,3 BHK,1500.0,2.0,2.0,6180.0
12667,Super,Hennur,2 BHK,1255.0,2.0,1.0,4414.168000000001
12668,Super,Vajarahalli,3 BHK,1432.0,3.0,2.0,6509.6
12669,Built-up,Kundalahalli,3 Bedroom,2100.0,3.0,2.0,12360.0
12670,Built-up,Hennur Road,2 BHK,1450.0,2.0,2.0,6592.0
12671,Super,Sarjapur  Road,2 BHK,1346.0,2.0,1.0,5735.8640000000005
12672,Super,Kumaraswami Layout,2 BHK,1200.0,2.0,2.0,2389.6000000000004
12673,Super,Electronic City Phase II,3 BHK,925.0,2.0,1.0,4105.168000000001
12674,Super,Dasarahalli,2 BHK,1160.0,2.0,2.0,4037.6000000000004
12675,Super,Lingadheeranahalli,3 BHK,1768.0,3.0,3.0,6699.944
12676,Super,Kothanur,2 BHK,1094.0,2.0,2.0,4449.6
12677,Super,Seetharampalya,3 BHK,1500.0,3.0,3.0,7416.000000000001
12678,Built-up,Gubbalala,3 BHK,1745.0,3.0,2.0,10712.0
12679,Built-up,Bommanahalli,7 Bedroom,2875.0,7.0,2.0,7004.000000000001
12680,Super,Byadarahalli,4 BHK,3500.0,3.0,3.0,35020.0
12681,Super,Sonnenahalli,3 BHK,1550.0,3.0,1.0,4120.0
12682,Super,Rajiv Nagar,4 BHK,2340.0,5.0,1.0,13184.0
12683,Super,Whitefield,3 BHK,1655.0,3.0,2.0,9311.2
12684,Super,Battarahalli,3 BHK,2024.0,3.0,2.0,8487.2
12685,Built-up,Siddapura,4 Bedroom,3100.0,5.0,0.0,35020.0
12686,Super,Jalahalli,3 BHK,1575.0,4.0,3.0,8240.0
12688,Built-up,Sarjapur  Road,4 Bedroom,6200.0,4.0,2.0,61305.600000000006
12690,Super,BTM 2nd Stage,3 BHK,1265.0,2.0,3.0,4532.0
12691,Super,Kengeri Satellite Town KHB Apartment,3 BHK,1100.0,2.0,2.0,3708.0000000000005
12692,Plot,Margondanahalli,2 Bedroom,1160.0,2.0,1.0,5356.0
12693,Super,Vittasandra,2 BHK,1246.0,2.0,1.0,5553.760000000001
12694,Super,Hosa Road,1 BHK,615.0,1.0,1.0,3549.792
12695,Super,7th Phase JP Nagar,2 BHK,1128.0,2.0,1.0,4944.0
12696,Super,Tirumanahalli,2 BHK,1260.0,2.0,1.0,4532.0
12697,Super,Bellandur,3 BHK,1830.0,3.0,3.0,7406.936000000001
12698,Super,Sarjapur,3 BHK,1525.0,2.0,2.0,5603.200000000001
12699,Super,Yelahanka,1 BHK,602.0,2.0,1.0,2472.0
12700,Built-up,Kumaraswami Layout,7 Bedroom,3000.0,4.0,2.0,32960.0
12701,Super,Hegde Nagar,3 BHK,1835.0,3.0,3.0,7333.6
12702,Built-up,Kanakpura Road,3 BHK,1250.0,3.0,3.0,5158.240000000001
12703,Plot,Subhash Nagar,4 Bedroom,1200.0,4.0,1.0,9064.0
12704,Super,Murugeshpalya,3 BHK,1855.0,3.0,3.0,7910.400000000001
12706,Super,Sarjapur  Road,3 BHK,2089.0,3.0,2.0,12195.2
12708,Plot,Banashankari Stage VI,4 Bedroom,4800.0,3.0,2.0,16480.0
12709,Built-up,Begur Road,2 BHK,1200.0,2.0,2.0,3685.752
12710,Super,Sarjapur,2 BHK,1095.0,2.0,1.0,3708.0000000000005
12711,Plot,Ambedkar Nagar,3 Bedroom,2900.0,3.0,2.0,24472.800000000003
12712,Super,BTM 2nd Stage,3 BHK,2500.0,3.0,2.0,28428.000000000004
12713,Built-up,Kothanur,3 BHK,1170.0,3.0,2.0,6592.0
12714,Super,6th Phase JP Nagar,2 BHK,1280.0,2.0,1.0,7251.200000000001
12715,Super,Rajaji Nagar,2 BHK,1224.0,2.0,0.0,8652.0
12716,Built-up,Thanisandra,3 BHK,1694.0,3.0,1.0,10300.0
12717,Super,Electronic City,2 BHK,825.0,2.0,1.0,2472.0
12718,Super,Sarjapur  Road,3 BHK,1612.0,3.0,1.0,8106.512000000001
12719,Super,Chandapura,2 BHK,985.0,2.0,1.0,2069.8880000000004
12720,Super,Murugeshpalya,2 BHK,1175.0,2.0,2.0,6180.0
12721,Plot,Sunkadakatte,1 Bedroom,600.0,1.0,0.0,1977.6000000000001
12722,Built-up,Whitefield,3 BHK,1740.0,3.0,3.0,7004.000000000001
12723,Super,Carmelaram,3 BHK,1770.0,3.0,2.0,8157.6
12724,Plot,HAL 2nd Stage,8 Bedroom,1000.0,7.0,3.0,21424.0
12725,Super,Horamavu Agara,2 BHK,1090.0,2.0,1.0,3790.4
12726,Plot,Vasanth nagar,6 Bedroom,2295.0,3.0,0.0,53560.00000000001
12727,Built-up,Whitefield,5 Bedroom,4144.0,5.0,1.0,27274.4
12728,Super,Jogupalya,3 BHK,1800.0,3.0,1.0,10712.0
12729,Super,Jigani,3 BHK,1221.0,3.0,3.0,5356.0
12730,Super,8th Phase JP Nagar,2 BHK,1046.0,2.0,1.0,3955.2000000000003
12731,Super,Uttarahalli,3 BHK,1290.0,2.0,3.0,4624.2880000000005
12732,Built-up,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,2534.6240000000003
12733,Super,Ambedkar Nagar,3 BHK,1850.0,4.0,2.0,9970.400000000001
12734,Super,Battarahalli,2 BHK,1097.0,2.0,1.0,4037.6000000000004
12735,Super,Kalena Agrahara,2 BHK,1200.0,3.0,2.0,5768.0
12736,Super,Varthur,3 BHK,2160.0,3.0,2.0,14008.000000000002
12737,Super,Anekal,2 BHK,1140.0,2.0,2.0,4284.8
12738,Super,Thigalarapalya,2 BHK,1297.0,2.0,2.0,8075.200000000001
12739,Super,Padmanabhanagar,2 BHK,1150.0,2.0,0.0,4120.0
12740,Super,Kuvempu Nagar,2 BHK,1375.0,2.0,1.0,3708.0000000000005
12741,Super,Babusapalaya,2 BHK,1245.0,2.0,2.0,4779.200000000001
12742,Super,Vasanth nagar,4 BHK,4750.0,6.0,1.0,78115.20000000001
12743,Built-up,Nagarbhavi,4 Bedroom,1800.0,3.0,0.0,14832.000000000002
12744,Super,Brookefield,3 BHK,1594.0,3.0,2.0,11536.0
12747,Super,Kanakpura Road,2 BHK,700.0,2.0,2.0,2966.4
12748,Built-up,Rajaji Nagar,5 Bedroom,2500.0,4.0,0.0,53560.00000000001
12749,Built-up,Raja Rajeshwari Nagar,2 BHK,1000.0,2.0,0.0,4120.0
12750,Plot,Whitefield,6 Bedroom,4000.0,5.0,1.0,44496.0
12751,Super,Begur Road,2 BHK,1160.0,2.0,2.0,3460.8
12752,Plot,Uday Nagar,6 Bedroom,1200.0,6.0,0.0,7004.000000000001
12753,Plot,OMBR Layout,5 Bedroom,600.0,3.0,0.0,11536.0
12754,Super,Gopalkrishna Nagar,3 BHK,1570.0,2.0,2.0,7828.000000000001
12755,Super,Sarjapur  Road,2 BHK,1290.0,2.0,2.0,7251.200000000001
12756,Super,Kudlu Gate,2 BHK,1200.0,2.0,1.0,3658.56
12758,Super,Shanti Nagar,3 BHK,2250.0,3.0,0.0,14832.000000000002
12759,Built-up,Defence Colony,2 BHK,1270.0,2.0,2.0,14172.800000000001
12760,Super,Akshayanagara East,2 BHK,1145.0,2.0,2.0,3625.6000000000004
12761,Super,Chikkabanavar,3 BHK,1320.0,2.0,2.0,3790.4
12762,Built-up,Electronic City Phase II,2 BHK,1065.0,2.0,1.0,2533.8
12763,Built-up,Whitefield,3 BHK,1650.0,3.0,2.0,3955.2000000000003
12764,Super,Sarjapur  Road,2 BHK,1371.0,2.0,1.0,7086.400000000001
12765,Built-up,Doddanakunte,5 Bedroom,2700.0,5.0,2.0,12360.0
12766,Super,Electronic City,3 BHK,1575.0,3.0,1.0,7786.8
12767,Super,Yelahanka,2 BHK,1362.0,2.0,2.0,5438.400000000001
12768,Built-up,Bettahalsoor,5 Bedroom,3210.0,2.0,2.0,29087.2
12769,Super,Haralur Road,3 BHK,1255.0,3.0,1.0,7416.000000000001
12770,Super,Whitefield,2 BHK,925.0,2.0,1.0,2884.0
12771,Super,Electronics City Phase 1,2 BHK,1088.0,2.0,1.0,2509.9040000000005
12773,Super,Sarjapur  Road,3 BHK,2140.0,3.0,2.0,11453.6
12774,Super,Thubarahalli,3 BHK,1584.0,3.0,2.0,8322.400000000001
12775,Super,Whitefield,2 BHK,1175.0,2.0,2.0,4120.0
12776,Super,Sarjapura - Attibele Road,3 BHK,1555.0,3.0,3.0,4284.8
12778,Super,Dodda Nekkundi,3 BHK,1585.0,2.0,2.0,6509.6
12779,Super,Kalena Agrahara,2 BHK,1354.0,2.0,2.0,5850.400000000001
12780,Super,Madiwala,2 BHK,1165.0,2.0,2.0,3708.0000000000005
12781,Built-up,Kumaraswami Layout,3 Bedroom,1200.0,3.0,1.0,6180.0
12782,Super,Hebbal,3 BHK,1740.0,2.0,1.0,11288.800000000001
12784,Super,Rachenahalli,2 BHK,985.0,2.0,1.0,4134.008000000001
12786,Plot,Kattigenahalli,3 Bedroom,600.0,4.0,2.0,5768.0
12787,Super,Duddanahalli,3 BHK,1340.0,2.0,2.0,3872.8
12788,Super,Begur Road,3 BHK,1583.0,3.0,1.0,7846.952000000001
12789,Plot,"Beml layout, Rajarajeshwari nagar",4 Bedroom,1200.0,5.0,2.0,26780.000000000004
12790,Plot,Basaveshwara Nagar,2 Bedroom,1200.0,1.0,1.0,14832.000000000002
12792,Super,Thanisandra,3 BHK,1573.0,3.0,2.0,8240.0
12793,Super,CV Raman Nagar,2 BHK,1227.0,2.0,2.0,3533.3120000000004
12794,Super,Yemlur,2 BHK,1210.0,2.0,1.0,4944.0
12795,Super,Basavangudi,3 BHK,1650.0,3.0,3.0,10300.0
12796,Plot,Chikkalasandra,5 Bedroom,1000.0,4.0,2.0,24720.0
12797,Super,Raja Rajeshwari Nagar,3 BHK,1485.0,2.0,2.0,5191.200000000001
12798,Super,Haralur Road,3 BHK,1735.0,3.0,2.0,7992.8
12799,Super,Hebbal Kempapura,3 BHK,1730.0,3.0,2.0,14420.000000000002
